COUNTRY,Country,Countrycode,Year,Total international arrivals,Total tourism employment (direct) as % of total employment,Pollution,GDP per capita,Total international expenditure,Goverment Effectiveness,Total Domestic Trip,Percent of total protected land,Exchange rate,Trade%GDP,Rule of Law,Women Buisness and Law index,Hospital bed,Regulatory quality
BGR,Bulgaria,22,2009,7873000,,,6988.23342,1403.046,,,40.67166639,1.406692,92.6926456,,93.75,6.72,
BGR,Bulgaria,22,2010,8374000,,,6853.002854,977.244,,,40.67174721,1.477392,103.4115842,,93.75,6.62,
BGR,Bulgaria,22,2011,8713000,,,7849.165283,1058.375,,,40.70464104,1.406458,117.4562893,,90.625,6.45,
BGR,Bulgaria,22,2012,8867000,,,7432.478766,1100.583,0.071768813,,40.83144798,1.52205,123.9935614,-0.103794597,90.625,6.61,0.563258588
BGR,Bulgaria,22,2013,9191782,,,7681.93462,1344.908,0.073386706,,40.86733216,1.473567,129.7326591,-0.13022767,90.625,6.82,0.538901448
BGR,Bulgaria,22,2014,9408821,,,7901.785876,1454.196,-0.000148566,,40.86733216,1.474183,130.2872904,-0.076363221,90.625,7.13,0.568319023
BGR,Bulgaria,22,2015,9316624,,,7074.681023,1345.361,0.114859708,,40.87056497,1.7644,126.7009424,-0.125640333,90.625,7.24,0.563768148
BGR,Bulgaria,22,2016,10604396,,,7569.478815,1631.197,0.20847562,,40.87056497,1.768042,122.8338242,-0.105167568,90.625,7.27,0.658517718
BGR,Bulgaria,22,2017,11596167,,,8366.293221,2035.411,0.19285956,,40.87080743,1.735458,129.676597,-0.088320315,90.625,7.45,0.625818312
BGR,Bulgaria,22,2018,12368363,,,9446.717094,2247.284,0.203070149,,40.89343709,1.657042,128.8516588,-0.069814198,90.625,,0.586534321
BGR,Bulgaria,22,2019,12552152,,,9879.334343,2196.22,0.263389736,,41.01563728,1.747042,124.6395998,-0.006326791,90.625,,0.531100154
BGR,Bulgaria,22,2020,4973356,,,10129.81296,1252.491,-0.072219908,,41.01563728,1.716333,110.28183,-0.087077931,90.625,,0.518923163
BGR,Bulgaria,22,2021,7188363,,,12221.49661,,,,41.01563728,1.653775,120.9740812,,,,
CHL,Chile,23,2008,3700268,5.958,,10783.17156,1386,,,16.07401055,522.461036,80.67662624,,75,2.28,
CHL,Chile,23,2009,3656662,6.343,,10182.86047,1511.1,,,16.14216259,560.859895,66.68603096,,75,2.27,
CHL,Chile,23,2010,3584276,6.258,,12767.78121,1736.2,,,16.22575496,510.249167,69.71768014,,75,2.04,
CHL,Chile,23,2011,3962917,6.201,,14628.57246,2084.6,,,16.22837803,483.6675,72.48164281,,75,2.22,
CHL,Chile,23,2012,4397337,6.128,,15406.49294,2399.7,1.263929367,,16.22837803,486.471303,68.15614289,1.391817808,77.5,2.17,1.538509488
CHL,Chile,23,2013,4457152,6.081,,15833.2752,2499,1.264630795,,16.2305361,495.272878,65.14328795,1.367733479,77.5,2.17,1.491448998
CHL,Chile,23,2014,4600705,6.024,,14666.34353,2706.3,1.161197066,,16.38414051,570.348216,65.63462812,1.433073401,77.5,2.12,1.494420648
CHL,Chile,23,2015,5487218,6.243,,13569.9478,2518.7,1.085781813,,16.43800876,654.124084,59.34911048,1.343956947,77.5,2.14,1.345231652
CHL,Chile,23,2016,6712334,6.36,,13785.68833,2733.2,1.010371804,62980083.59,16.44088221,676.957736,56.05786109,1.12933135,77.5,2.12,1.37306428
CHL,Chile,23,2017,7621269,6.461,,15045.52768,3093.8,0.996162355,63772786.28,16.44307605,648.833793,56.02615897,1.149239421,77.5,2.11,1.350113392
CHL,Chile,23,2018,6603248,7.245,,15795.70846,3123.7,1.075469732,73343708.23,17.1481445,641.276813,58.17705063,1.091852427,77.5,2.06,1.335477352
CHL,Chile,23,2019,5431054,7.197,,14631.94688,3141.7,1.060289383,74459318.45,20.89482587,702.897423,57.52797385,1.074586272,77.5,,1.223730803
CHL,Chile,23,2020,1310432,5.801,,13094.45953,719.5,0.988735676,54425236.22,20.91142273,792.727206,58.50415982,1.067766666,80,,1.052092791
CHL,Chile,23,2021,191567,6.07,,16265.09598,579.849,,68377322.81,20.91142273,758.955379,64.43223875,,,,
CHN,China (People's Republic of),24,2008,130027400,,,3468.304602,36157,,1712000000,0.768437618,6.948655,57.61271534,,69.375,2.13,
CHN,China (People's Republic of),24,2009,126475900,,,3832.236432,43701.7,,1902000000,0.768470892,6.831416,45.18487038,,69.375,2.29,
CHN,China (People's Republic of),24,2010,133760900,,,4550.453108,54880,,2103000000,0.778484448,6.770269,50.71707766,,69.375,2.47,
CHN,China (People's Republic of),24,2011,135423500,,,5614.352135,72585.1,,2641000000,0.834450585,6.461461,50.74090459,,69.375,2.69,
CHN,China (People's Republic of),24,2012,132405300,,,6300.615118,101977,0.023326388,2957000000,0.835141733,6.312333,48.26752237,-0.542861938,75.625,3.01,-0.240819559
COL,Colombia,25,2010,1700690,8.057,,6394.198705,3227.6,,,15.22885514,1898.569636,34.26460317,,73.125,1.48,
COL,Colombia,25,2011,2355578,7.989,,7392.452361,3688.4,,,15.36028916,1848.13947,39.47042355,,73.125,1.45,
COL,Colombia,25,2012,2434618,8.13,,8101.829092,4461.1,0.022852471,,15.40059381,1796.895912,38.83515102,-0.353853554,78.75,1.48,0.400676638
COL,Colombia,25,2013,2594785,8.202,,8264.126896,4592.2,0.07121294,,15.48682848,1868.785327,37.9866488,-0.405946195,78.75,1.54,0.402892888
COL,Colombia,25,2014,2865988,8.292,,8164.714495,5298.7,-0.100936159,,15.79203947,2001.781048,37.48746564,-0.291996509,78.75,1.59,0.496234596
COL,Colombia,25,2015,3252276,0.028,,6228.426299,4889.6,-0.036394712,72255835.51,16.02374801,2741.880855,38.36076412,-0.26849696,78.75,1.61,0.46542725
COL,Colombia,25,2016,3675415,0.031,,5938.463856,4890.1,0.015215691,75698335.57,16.12164982,3054.121673,36.20265298,-0.278923213,78.75,1.68,0.402009279
COL,Colombia,25,2017,4056359,0.032,,6450.319585,5135.2,-0.075080015,78333764.41,16.38717342,2951.327402,35.28291494,-0.362957895,81.875,1.7,0.341135412
COL,Colombia,25,2018,4397588,0.031,,6782.03792,5531,-0.086005241,81083923.53,17.00556307,2955.70397,36.5347528,-0.406234682,81.875,1.71,0.31767413
COL,Colombia,25,2019,4530574,0.035,,6438.060183,5658,0.070711903,83855655,17.17517259,3280.831631,37.55853398,-0.416837841,81.875,,0.396563739
COL,Colombia,25,2020,1395969,0.021,,5307.215228,1540.1,0.040288609,32436129.8,17.17888879,3694.854072,33.90423132,-0.491235614,81.875,,0.317109406
COL,Colombia,25,2021,2178850,0.023,,6104.136709,,,42973818.1,17.17888879,3743.589819,40.85118592,,,,
CRI,Costa Rica,26,2008,2408879,,,6841.91146,752.9,,,29.30894646,526.235513,86.40151271,,80,1.25,
CRI,Costa Rica,26,2009,2309221,,,6737.860245,499.6,,,29.33242533,573.287957,69.75931773,,80,1.24,
CRI,Costa Rica,26,2010,2494750,,,8147.243985,629.1,,,30.49453192,525.829201,67.51208968,,80,1.24,
CRI,Costa Rica,26,2011,2528123,6.56,,9137.455823,620.5,,,30.49733536,505.66424,68.63914651,,80,1.23,
CRI,Costa Rica,26,2012,2542430,6.56,,9971.650902,646.9,0.500010371,,30.49873709,502.901462,67.0485393,0.519661665,80,1.2,0.571751058
CRI,Costa Rica,26,2013,2640577,6.734,,10633.26725,648.7,0.48224771,,30.52081423,499.766833,64.06641059,0.551591456,80,1.18,0.583298206
CRI,Costa Rica,26,2014,2759683,6.476,,10737.67888,657,0.396314383,,30.53886142,538.3172,65.19124205,0.560420513,80,1.17,0.514857173
CRI,Costa Rica,26,2015,2899257,6.729,,11529.95453,898.1,0.375325322,,30.53886142,534.56577,60.75356194,0.504643083,80,1.16,0.525764585
CRI,Costa Rica,26,2016,3203691,6.767,,11899.81326,1055.3,0.355187267,,30.53886142,544.739367,62.17847818,0.466016471,80,1.15,0.407433659
CRI,Costa Rica,26,2017,3230388,6.784,,12118.13341,1321.5,0.30632773,,30.53886142,567.51309,65.07195374,0.469250798,80,1.14,0.346358687
CRI,Costa Rica,26,2018,3312917,6.63,,12383.14997,1198.2,0.376206785,,30.53886142,576.972501,66.94534202,0.481021464,80,1.11,0.488578111
CRI,Costa Rica,26,2019,3378301,6.93,,12669.34107,1450.7,0.42255947,,30.62121267,587.294596,65.76053002,0.544549525,83.125,1.1,0.497144371
CRI,Costa Rica,26,2020,1146546,5.3,,12132.87688,677.5,0.362212569,,30.63014866,584.900855,60.10507193,0.569912374,86.25,,0.449865669
CRI,Costa Rica,26,2021,1376326,6.2,,12472.44373,,,,30.63014866,620.78472,70.60613362,,,,
EGY,Egypt,27,2008,12800000,13,,1941.899973,3389.9,,,,,71.68062535,,38.75,2.08,
EGY,Egypt,27,2009,12500000,12.6,,2212.218148,2941,,17750605,,,56.55344464,,38.75,1.73,
EGY,Egypt,27,2010,14700000,12.8,,2509.772034,2695.4,,18190352,,,47.93635007,,38.75,1.73,
EGY,Egypt,27,2011,9800000,13,,2645.622535,2574.1,,16481153,,,45.25563416,,38.75,,
EGY,Egypt,27,2012,11500000,13,,3059.135428,3037,-0.808571041,16724942,,,40.71176927,-0.472359061,38.75,,-0.475141346
EGY,Egypt,27,2013,9500000,14.1,,3088.890834,3260.3,-0.877744973,19548564,,,40.37303806,-0.633335888,38.75,,-0.640083671
EGY,Egypt,27,2014,9900000,16.5,,3196.861381,3485.4,-0.823197663,20052946,,,36.92018779,-0.662616909,38.75,1.56,-0.762560308
EGY,Egypt,27,2015,9327804,16.2,,3370.382447,3635.9,-0.769718289,20547863,,,34.84594296,-0.601353526,45,1.56,-0.835592747
EGY,Egypt,27,2016,5398934,,,3331.612461,4351.3,-0.659670889,,,,30.24654905,-0.517458081,45,1.43,-0.9231897
EST,Estonia,28,2008,3828144,3.5,,18204.96648,933.456,,,18.79847746,0.683499,136.6890511,,81.875,5.63,
EST,Estonia,28,2009,3833704,3.3,,14711.73527,692.165,,,18.83980134,0.719481,116.7647477,,88.125,5.37,
EST,Estonia,28,2010,4368591,3.3,,14663.04461,723.4,,,18.9331774,0.754595,143.6782241,,91.25,5.27,
EST,Estonia,28,2011,4906905,3,,17487.80478,939.2,,,19.01721585,0.718414,167.3919798,,91.25,5.36,
EST,Estonia,28,2012,5006771,3.1,,17403.20533,960.3,0.954409301,,19.05337424,0.778338,170.7599264,1.157048702,91.25,5.53,1.417085648
EST,Estonia,28,2013,5736988,3.8,,19056.00192,1243.3,0.974820852,,19.06171849,0.752945,166.4528345,1.198387623,91.25,5.01,1.447542191
EST,Estonia,28,2014,5803974,4.1,,20261.06673,1346.9,1.016517043,,19.14337287,0.752728,160.2414747,1.372823954,91.25,5.01,1.676558495
EST,Estonia,28,2015,5695724,4.1,,17402.03761,1169.6,1.067657948,10258900,19.15350517,0.901296,150.9371897,1.331784725,91.25,4.96,1.66903913
EST,Estonia,28,2016,5941673,4.1,,18295.34293,1297.5,1.090463161,,19.15847198,0.903421,150.4086967,1.226433396,97.5,4.76,1.698142052
EST,Estonia,28,2017,6145293,3.9,,20437.76538,1391.6,1.111728549,,19.27568874,0.885206,147.5637224,1.285827518,97.5,4.69,1.645035863
EST,Estonia,28,2018,6032823,4.3,,23165.84948,1649.9,1.190436959,12615900,19.39906434,0.846773,145.9202961,1.240727663,97.5,4.57,1.55177021
EST,Estonia,28,2019,6102646,4.4,,23424.48471,1809.2,1.174427509,,20.04335916,0.893276,143.7545303,1.281483412,97.5,,1.59125483
EST,Estonia,28,2020,1695329,3.6,,23595.24368,680.7,1.343335748,,20.04335916,0.875506,138.4663387,1.382245541,97.5,,1.535387754
EST,Estonia,28,2021,1301587,3.3,,27943.70122,,,7466364,20.04335916,0.845494,156.9580491,,,,
IDN,Indonesia,29,2008,6234497,6.84,,2144.389544,8801.09,,,12.21857282,9698.9625,58.56139963,,64.375,,
IDN,Indonesia,29,2009,6323730,6.68,,2239.095265,6907.92,,,12.26338106,10389.9375,45.51212137,,64.375,0.59,
IDN,Indonesia,29,2010,7002944,6.87,,3094.44309,8431.45,,,12.26424339,9090.433333,46.70127388,,64.375,0.57,
IDN,Indonesia,29,2011,7649731,7.75,,3613.800902,8653.25,,,12.42767582,8770.433333,50.18001318,,64.375,0.62,
IDN,Indonesia,29,2012,8044462,8.37,,3668.21207,9054.39,-0.273001045,,12.43567373,9386.629167,49.5828983,-0.575652182,64.375,0.83,-0.278762519
IDN,Indonesia,29,2013,8802129,,,3602.885517,10280.36,-0.198950753,,12.44953268,10461.24,48.63737268,-0.530824125,64.375,0.99,-0.195440874
IDN,Indonesia,29,2014,9435411,,,3476.624853,10262.64,-0.037572529,,12.46076672,11865.2113,48.08017559,-0.342276067,64.375,0.94,-0.10765975
IDN,Indonesia,29,2015,10230775,,,3322.581688,9799.937,-0.240880117,,12.47894208,13389.41294,41.93764024,-0.422174186,64.375,0.98,-0.217557788
IDN,Indonesia,29,2016,11519275,,,3558.818852,9932.172,0.007411122,,12.49985133,13308.3268,37.4213418,-0.344885677,64.375,0.99,-0.122343853
IDN,Indonesia,29,2017,14039799,,,3839.785069,10945.136,0.038375661,,12.50843677,13380.83388,39.35549707,-0.349676013,64.375,1.04,-0.105156198
IDN,Indonesia,29,2018,15810305,,,3902.661668,13171.025,0.180582836,,12.51502274,14236.93877,43.07430896,-0.315493047,64.375,,-0.146969602
IDN,Indonesia,29,2019,16106954,,,4151.227543,14448.615,0.182051226,722158733,12.51502274,14147.67136,37.62777754,-0.342421323,64.375,,-0.094393574
IDN,Indonesia,29,2020,4052923,,,3894.272202,1980.372,0.36916241,524571392,12.51502274,14582.20347,32.97559557,-0.338744402,64.375,,0.077658564
IDN,Indonesia,29,2021,1557530,,,4332.709281,,,603020000,12.51502274,14308.1439,40.42276773,,,,
ISR,Israel,30,2008,3028000,3.3,,30173.36159,4446.2,,,21.45800765,3.588021,76.09772307,,77.5,3.3,
ISR,Israel,30,2009,2738325,3.2,,28317.04084,4240.998,,,21.79101332,3.932335,62.59776255,,77.5,3.19,
ISR,Israel,30,2010,3443966,3.4,,31266.60532,4725.6,,,22.65665484,3.738975,66.44032353,,77.5,3.16,
ISR,Israel,30,2011,3362030,3.4,,34354.71612,4937,,,22.68956568,3.578129,69.65640342,,77.5,3.14,
ISR,Israel,30,2012,3520400,3.4,,33156.22832,5008.8,1.276886344,,22.69086479,3.855922,70.73576047,0.934508562,77.5,3.1,1.177436233
ISR,Israel,30,2013,3539666,3.6,,36941.84236,5757.9,1.249439836,,22.92124062,3.610758,64.64420848,0.977955759,77.5,3.09,1.166610837
ISR,Israel,30,2014,3251100,3.7,,38259.6811,6534.3,1.21068716,,23.01997312,3.577925,62.16371876,1.107591152,80.625,3.08,1.216221213
ISR,Israel,30,2015,3108600,3.7,,36206.52222,7507,1.387448072,,23.02127223,3.886833,59.21230011,1.162157178,80.625,3.03,1.272597909
ISR,Israel,30,2016,3069800,3.6,,37690.47395,8210.3,1.345055103,,23.06197774,3.840567,58.04398655,1.072230935,80.625,2.99,1.31262958
ISR,Israel,30,2017,3863400,3.72,,41114.78171,8986,1.388273954,,23.31227329,3.599556,56.56038393,1.024877191,80.625,3.02,1.274343371
ISR,Israel,30,2018,4389600,3.61,,42406.84543,9974.7,1.206715822,,23.63705125,3.590558,58.91495792,0.994009554,80.625,2.98,1.246310472
ISR,Israel,30,2019,4904600,3.8,,44452.23256,10389.5,1.325324774,,23.93411482,3.564527,56.3464191,1.047763944,80.625,,1.281104684
ISR,Israel,30,2020,887100,3,,44846.7916,,1.096136808,,23.93411482,3.442406,50.88337705,0.997390449,80.625,,1.241640449
ISR,Israel,30,2021,402300,2.7,,52170.71186,,,,23.93411482,3.230198,54.96292529,,,,
KAZ,Kazakhstan,31,2008,543022,3.91,,8458.017154,1361.035,,1258065,10.43528391,,94.29480465,,70,7.71,
KAZ,Kazakhstan,31,2009,513580,3.97,,7165.223175,1319.462,,1792504,10.84456113,,75.76606746,,70,7.61,
KAZ,Kazakhstan,31,2010,594161,4.11,,9070.488253,1488.549,,1954707,10.91540672,,74.1382659,,72.5,7.29,
KAZ,Kazakhstan,31,2011,584253,3.97,,11634.0012,1830.507,,2261529,10.94535558,,73.11785705,,72.5,7.11,
KAZ,Kazakhstan,31,2012,519222,4.15,,12386.69927,3609.205,-0.440329939,2507005,11.67335181,,73.72373249,-0.68457824,72.5,7.01,-0.375081778
KAZ,Kazakhstan,31,2013,586038,4.13,,13890.63096,3772.142,-0.533050358,2721714,11.67340571,,65.40760933,-0.691657245,72.5,6.72,-0.366891176
KAZ,Kazakhstan,31,2014,679018,4.85,,12807.26069,3771.043,-0.043055475,3125429,11.67340571,,64.97203465,-0.598151326,72.5,6.06,-0.251587749
KAZ,Kazakhstan,31,2015,692213,5.08,,10510.77189,3046.157,-0.0735818,3110012,11.67353887,,53.04972881,-0.439407408,72.5,,-0.032958414
KAZ,Kazakhstan,31,2016,722515,4.84,,7714.841844,2579.918,-0.067261234,3495267,11.68574226,,60.31159659,-0.435235411,69.375,,-0.099700734
KAZ,Kazakhstan,31,2017,891911,5.15,,9247.581331,2694.666,0.003675675,4387495,11.68574226,,56.82538794,-0.414091885,69.375,,0.170910835
KAZ,Kazakhstan,31,2018,830922,5.33,,9812.626371,2852.235,0.021726105,4695942,11.79880668,,63.52795651,-0.429556847,69.375,,0.123732254
LVA,Latvia,32,2008,5496000,7.54,,16467.14369,1243.7,,,18.02628618,0.68414,91.17645536,,97.5,7.77,
LVA,Latvia,32,2009,4727000,7.69,,12331.92855,903,,,18.10959237,0.719333,86.41245309,,97.5,6.74,
LVA,Latvia,32,2010,5042000,7.7,,11420.994,773.6,,,18.16997539,0.754798,108.6047806,,97.5,5.68,
LVA,Latvia,32,2011,5538000,7.26,,13338.96224,924,,,18.16997539,0.713191,125.4904462,,97.5,5.88,
LVA,Latvia,32,2012,5569000,8.25,,13847.33794,866.2,0.838323414,12149383,18.16997539,0.778133,128.2284417,0.785437644,97.5,5.89,1.016594887
LVA,Latvia,32,2013,5822000,7.78,,15007.49186,897.4,0.889054239,12150783,18.17109359,0.753256,125.1578552,0.767766774,97.5,5.8,1.043865919
LVA,Latvia,32,2014,6246000,8.47,,15742.39134,890.1,0.958376408,11412593,18.17109359,0.752728,125.2309022,0.872307301,100,5.66,1.171654105
LVA,Latvia,32,2015,6841685,8.23,,13786.4568,803.3,1.089123607,10690591,18.17109359,0.901296,122.2525393,0.794479907,100,5.69,1.088799953
LVA,Latvia,32,2016,6796999,8.91,,14331.75159,883.3,1.004883766,12197333,18.17109359,0.903421,118.8648137,0.959022224,100,5.72,1.080243349
LVA,Latvia,32,2017,7725814,8.43,,15695.11515,920.8,0.9060058,12532316,18.17109359,0.885206,123.8089012,0.934731066,100,5.57,1.157014728
LVA,Latvia,32,2018,7775228,8.48,,17865.03109,1012,1.041863441,10948159,18.17123337,0.846773,123.5823616,0.957085431,100,5.49,1.142372966
LVA,Latvia,32,2019,8342335,8.3,,17945.22222,975.1,1.104713202,10415938,18.18395293,0.893276,120.2879397,1.014090538,100,,1.192788959
LVA,Latvia,32,2020,3203582,7.65,,18207.13964,363.3,0.882272065,6153263,18.18395293,0.875506,118.831064,0.95673722,100,,1.187872887
LVA,Latvia,32,2021,1936762,7.08,,21148.16294,,,8281854,18.18395293,0.845494,130.366019,,,,
LTU,Lithuania,33,2008,4458800,4,,14944.99665,,,19951015,16.5440773,0.682656,126.8490876,,91.25,7.18,
LTU,Lithuania,33,2009,4001300,4.1,,11820.77616,,,16825126,16.90024629,0.719426,105.3387783,,91.25,7.18,
LTU,Lithuania,33,2010,4073000,4.3,,11987.50841,940.5,,14373933,16.910109,0.754846,129.8873829,,91.25,7.16,
LTU,Lithuania,33,2011,4504300,4.5,,14376.94786,973.1,,14187881,16.93744369,0.718576,148.4472191,,91.25,7.43,
LTU,Lithuania,33,2012,4978100,4.4,,14367.70942,1059.3,0.83328408,13854686,16.9399441,0.778004,155.8431607,0.85037291,93.75,7.45,1.123942614
LTU,Lithuania,33,2013,5263500,4.6,,15729.65247,1245.1,0.831752479,13575045,16.9399441,0.753304,155.8867909,0.835919261,93.75,7.31,1.154192686
LTU,Lithuania,33,2014,5217400,4.8,,16551.0182,1245.7,0.982484162,13894335,16.98050625,0.753097,142.7216428,0.939102829,93.75,7.26,1.193722606
LTU,Lithuania,33,2015,5048600,4.8,,14263.96458,1124.3,1.184609294,14147570,16.98106189,0.901296,138.5523173,1.007931232,93.75,6.97,1.277035117
LTU,Lithuania,33,2016,5321800,4.8,,15008.31324,1212.1,1.069675207,14224119,16.98106189,0.903421,134.4538584,1.029407263,93.75,6.69,1.136218548
LTU,Lithuania,33,2017,5590300,4.9,,16885.40739,1307.9,0.967596352,14247013,16.98106189,0.885206,144.8733554,0.996106744,93.75,6.56,1.158649683
LTU,Lithuania,33,2018,6115300,4.9,,19186.35959,1606.8,1.07082653,14677600,17.00259317,0.846773,148.5947801,0.957460165,93.75,6.43,1.101966023
LTU,Lithuania,33,2019,6149700,5.1,,19595.14157,1589.7,1.043069243,14784900,17.00481575,0.893276,149.3315725,1.023039103,93.75,,1.157464623
LTU,Lithuania,33,2020,2284300,4.7,,20339.52127,597.3,1.058810353,11389100,17.00481575,0.875506,137.1975758,0.993899405,93.75,,1.088133097
LTU,Lithuania,33,2021,2095900,,,23723.34025,,,11592600,17.00481575,0.845494,156.4650539,,,,
MLT,Malta,34,2008,1817985,13.94,,22205.28275,307.506,,142291.438,24.7360913,0.679923,298.818885,,77.5,7.39,
MLT,Malta,34,2009,1593798,14.24,,21083.12592,290.924,,159036.997,24.79315264,0.716958,294.9533517,,77.5,4.83,
MLT,Malta,34,2010,1800353,13.68,,21799.16274,309.522,,158217.767,25.04992867,0.754309,301.8369084,,77.5,4.52,
MLT,Malta,34,2011,1859849,13.93,,23155.56281,332.677,,143885.236,25.67760342,0.718414,319.7036652,,77.5,4.38,
MLT,Malta,34,2012,1959805,14.115,,22527.75911,340.469,1.247823477,153607.89,28.64479315,0.778338,322.6749949,1.344914556,82.5,4.71,1.327935815
MLT,Malta,34,2013,1962430,15.24,,24770.93408,383.826,1.257978559,148662.082,28.64479315,0.752945,304.3301487,1.332989335,82.5,4.78,1.298450828
MLT,Malta,34,2014,2114943,14.517,,26754.26233,397.286,1.028201342,155483.744,28.64479315,0.752728,287.6404109,1.193569422,88.75,4.59,1.083088994
MLT,Malta,34,2015,2313150,14.065,,24921.579,368.247,0.850118935,157266.67,28.64479315,0.901296,299.469825,1.135465741,88.75,4.59,1.168855309
MLT,Malta,34,2016,2533834,15.456,,25624.46364,408.115,0.955411732,151389.106,28.75891583,0.903421,303.0120196,0.997803688,88.75,4.67,1.156792164
MLT,Malta,34,2017,2840312,15.037,,28823.52512,467.688,1.006661773,167109.25,28.78744651,0.885206,290.7652754,1.14733243,88.75,4.49,1.284920692
MLT,Malta,34,2018,3152891,15.255,,31567.94224,517.76,0.967163682,184577,28.78744651,0.846773,272.9965264,1.054074049,88.75,,1.336544037
MLT,Malta,34,2019,3382515,16.902,,31198.24145,529.6,0.858118594,201076,29.10128388,0.893276,275.2902569,0.952384651,88.75,,0.955732524
MLT,Malta,34,2020,717394,16.553,,28977.56557,128.04,1.039464593,219321,29.10128388,0.875506,291.5013883,0.916260242,88.75,,1.219250917
MLT,Malta,34,2021,984092,15.64,,33486.67198,,,245245,29.10128388,0.845494,287.6734349,,,,
PER,Peru,35,2008,2581562,,,4184.885982,1431.833,,85259006,15.94512015,,58.43376739,,90,1.5,
PER,Peru,35,2009,2680943,,,4164.970483,1403.259,,88333470,16.7531614,,48.11192962,,90,1.6,
PER,Peru,35,2010,2948230,,,5047.249307,1647.486,,91690495,17.8404796,,51.67280894,,92.5,1.5,
PER,Peru,35,2011,3299121,3.22,,5826.832307,1768.166,,94480614,18.78469808,,55.98828028,,92.5,1.53,
PER,Peru,35,2012,3641762,3.23,,6475.68607,1899.674,-0.145010471,97941270,19.28761558,,52.61989526,-0.57435298,92.5,1.52,0.491973072
PER,Peru,35,2013,4010318,3.22,,6697.185268,2104.779,-0.114955746,102015612,19.29219593,,49.78714245,-0.56602329,92.5,1.51,0.458948016
PER,Peru,35,2014,4061747,3.23,,6614.933339,2118.55,-0.267190009,106920488,19.294448,,46.85312109,-0.521166086,92.5,1.56,0.520909846
PER,Peru,35,2015,4381185,3.82,,6180.194957,2539.103,-0.277245134,111968030,20.65349009,,45.16276869,-0.485533535,92.5,1.55,0.491347045
PER,Peru,35,2016,4718052,3.84,,6163.791026,2699.919,-0.178817317,117413565,20.69674361,,45.3888412,-0.482175827,95,1.59,0.508346438
PER,Peru,35,2017,4992660,3.92,,6676.284221,2916.184,-0.130112097,121066527,20.73695511,,47.51355036,-0.503339052,95,1.59,0.418376654
PER,Peru,35,2018,5384658,4.01,,6912.110297,3352.195,-0.246899545,128839115,21.63801708,,48.63147017,-0.529063344,95,,0.49744001
PER,Peru,35,2019,5275266,4.07,,6955.809959,3670.781,-0.06787055,134994791,21.76290626,,46.94350538,-0.487109482,95,,0.563605547
PER,Peru,35,2020,1118845,2.2,,6056.343903,744.385,-0.23746331,47069554,21.76566417,,43.53000756,-0.342974901,95,,0.526472867
PER,Peru,35,2021,444331,,,6621.574336,1520.804,,64508951,21.76566417,,55.50360019,,,,
ROU,Romania,36,2008,8862119,4.56,,10435.04398,2173.797,,5659416,15.10288851,2.518858,65.17481466,,90.625,6.57,
ROU,Romania,36,2009,7575298,4.63,,8548.118672,1468.793,,4865545,19.91824867,3.049325,58.47283377,,90.625,6.62,
ROU,Romania,36,2010,7498307,4.71,,8397.809173,1637.152,,4726414,19.92017663,3.1779,69.83323164,,90.625,6.28,
ROU,Romania,36,2011,7611124,6.64,,9560.184513,1964.565,,5514907,21.88222525,3.048608,76.14260683,,90.625,6.31,
ROU,Romania,36,2012,7936694,6.43,,8930.729912,1831.913,,6030053,22.29679936,3.4682,76.53923335,,90.625,6.6,
ROU,Romania,36,2013,8018576,6.07,,9497.25499,2112.275,,6225798,25.24462288,3.327917,81.40162118,,90.625,6.67,
ROU,Romania,36,2014,8441603,5.97,,10031.26727,2749.404,,6551339,25.24462288,3.349175,83.37870793,,90.625,6.71,
ROU,Romania,36,2015,9331056,6.16,,8976.880535,2523.08,,7681896,25.24466068,4.005667,83.52116278,,90.625,6.79,
ROU,Romania,36,2016,10222889,6.45,,9404.341874,2913.152,,8521698,25.30491884,4.059183,85.89397864,,90.625,6.84,
ROU,Romania,36,2017,10925597,6.32,,10727.94969,4926.647,,9383266,25.30491884,4.052492,87.15615667,,90.625,6.89,
ROU,Romania,36,2018,11720425,6.31,,12494.47747,6121.489,,10108509,25.43722972,3.941617,86.4706703,,90.625,,
ROU,Romania,36,2019,12815430,6.27,,12958.07556,7177.809,,10691195,25.4393467,4.237925,84.50306102,,90.625,,
ROU,Romania,36,2020,5022723,6.06,,13047.43206,3474.523,,5944775,25.4393467,4.243992,78.05911338,,90.625,,
ROU,Romania,36,2021,6788816,,,14858.22943,,,8527409,25.4393467,4.160417,87.35839435,,,,
RUS,Russia,37,2014,25437893,,,14095.64844,55382,-0.109696537,,11.05801129,38.378207,47.80134126,-0.74155736,73.125,8.81,-0.388623774
RUS,Russia,37,2015,26851658,,,9313.013672,38431.8,-0.204702631,,11.18078993,60.93765,49.35934931,-0.763703406,73.125,8.35,-0.520778894
RUS,Russia,37,2016,24570518,,,8704.898438,27653.9,-0.197434574,,11.18342021,67.055933,46.51811984,-0.792356253,73.125,8.16,-0.41556263
RUS,Russia,37,2017,24390002,,,10720.33301,35583.9,-0.07567852,,11.30566091,58.342801,46.87652434,-0.793687701,73.125,8.05,-0.474159628
RUS,Russia,37,2018,24550910,,,11287.36035,38790.5,-4.42E-05,,11.3904803,62.668133,51.58090037,-0.782328665,73.125,7.12,-0.50282234
